Cod_setor,Situacao_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,V013,V014,V015,V016,V017,V018,V019,V020,V021,V022,V023,V024,V025,V026,V027,V028,V029,V030,V031,V032,V033,V034,V035,V036,V037,V038,V039,V040,V041,V042,V043,V044,V045,V046,V047,V048,V049,V050,V051,V052,V053,V054,V055,V056,V057,V058,V059,V060,V061,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134
230530805000007,1,568,566,241,22,189,51,6,4,4,0,38,2,3,0,5,2,0,0,1,0,0,7,1,0,0,2,0,0,0,3,0,0,0,1,8,9,12,9,6,12,10,9,9,15,16,11,8,10,8,17,10,7,11,17,7,10,12,12,10,7,8,10,7,9,10,8,9,7,10,11,11,13,6,7,4,5,5,2,11,7,6,4,6,10,3,9,2,5,4,6,6,4,1,2,4,4,2,5,3,2,7,1,3,2,4,1,3,1,0,2,1,0,4,2,3,1,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
230530805000008,8,198,198,73,13,73,22,2,2,1,1,3,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,1,6,0,4,3,3,8,2,6,4,6,6,5,4,2,7,8,2,8,7,4,5,4,0,2,2,2,0,4,5,4,3,1,0,2,4,0,0,2,1,4,2,0,3,4,3,3,1,4,1,0,0,0,1,1,1,0,0,1,1,0,1,2,1,0,0,3,0,0,1,0,2,1,0,1,2,1,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230530805000009,8,331,331,111,27,139,27,1,1,1,1,12,0,2,0,9,0,0,0,0,0,0,12,0,5,0,0,1,0,0,1,2,1,1,1,5,11,5,6,6,4,5,6,8,10,5,3,14,11,11,10,11,6,3,5,4,3,5,2,8,3,3,1,4,5,5,5,3,5,3,4,0,6,2,6,1,6,6,2,3,4,4,1,4,4,3,1,4,1,2,5,4,4,0,0,3,2,2,2,2,0,3,5,0,0,0,3,2,0,0,3,2,1,1,0,0,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
230530805000010,8,470,470,158,18,178,51,4,2,3,0,32,0,6,0,16,2,0,0,0,0,0,7,2,0,1,0,0,0,1,0,0,1,0,2,16,9,10,8,6,15,7,12,8,9,9,12,10,7,20,10,6,15,12,9,2,8,4,5,7,3,6,13,8,9,4,5,7,8,4,2,4,4,2,4,7,3,4,6,2,6,5,4,3,3,8,2,3,6,6,4,4,5,4,4,3,4,7,3,1,2,5,2,0,0,3,2,0,2,2,2,2,3,2,2,2,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
230530805000011,8,183,183,76,5,65,19,0,2,0,1,12,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,7,3,1,2,2,2,4,5,8,2,4,2,3,2,4,6,5,4,5,4,3,2,6,2,1,4,4,1,0,4,1,4,3,1,1,2,1,1,0,2,2,3,3,1,3,3,2,0,1,3,0,2,3,4,2,0,2,2,0,1,0,0,1,3,1,1,1,0,2,1,0,3,2,2,0,1,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230530805000012,8,96,96,35,3,33,13,1,2,0,0,6,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,5,1,4,4,0,5,2,2,3,0,3,1,3,3,3,3,0,3,2,3,0,1,1,2,0,1,2,3,1,2,0,1,0,0,2,0,0,1,0,0,1,0,0,2,2,1,0,1,0,3,0,2,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230530805000013,8,650,650,219,16,295,54,11,2,1,1,36,0,3,0,11,0,1,0,0,0,0,15,3,1,0,1,1,1,1,1,2,0,4,0,6,16,12,17,13,14,14,7,21,15,16,21,15,15,22,14,21,13,21,13,9,10,14,8,6,14,7,5,5,11,4,3,13,7,7,13,4,11,7,5,7,11,4,7,8,9,6,9,4,3,6,4,5,6,2,4,6,5,7,3,3,2,3,4,3,1,3,3,0,1,0,2,0,3,6,2,1,1,1,0,1,2,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
230530805000014,8,555,555,219,12,213,64,0,0,3,0,33,1,3,0,3,3,1,0,0,0,0,8,1,1,0,3,1,0,1,1,0,0,0,0,14,7,15,10,7,10,12,11,14,16,13,10,19,13,10,20,14,16,9,15,4,7,5,11,6,9,5,4,5,10,6,8,5,8,4,8,10,5,7,6,6,7,7,9,1,3,4,5,4,6,6,3,6,5,4,4,3,1,7,5,6,4,7,1,3,0,3,1,4,1,2,1,1,2,2,2,3,4,2,2,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0
230530805000015,5,53,53,16,2,17,4,1,1,1,1,8,0,2,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,3,2,0,1,0,1,2,2,0,5,1,0,3,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,3,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230530805000016,8,761,758,306,23,290,64,8,7,2,2,34,2,9,0,12,2,0,0,0,0,0,11,1,0,0,0,2,1,2,1,2,1,0,1,13,12,9,8,12,10,15,14,9,14,19,16,18,22,20,20,19,15,17,21,13,17,9,10,10,9,7,18,6,11,17,8,8,6,9,10,8,10,4,11,5,7,14,9,10,10,8,4,8,4,10,7,10,6,8,8,8,10,5,10,8,7,4,5,7,4,3,3,1,4,1,3,8,4,0,1,3,4,1,2,1,1,2,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,2
230530805000017,8,368,368,151,10,140,21,10,3,1,0,24,0,4,0,3,1,0,0,0,0,0,8,1,1,2,0,0,0,1,1,0,0,1,1,4,5,7,7,11,8,5,8,7,5,3,4,5,5,6,12,14,12,3,16,7,4,10,10,7,5,3,7,8,2,3,5,6,4,1,3,6,4,2,4,7,1,2,3,2,8,5,3,5,3,4,2,5,5,1,2,0,5,6,7,0,4,2,3,3,1,0,4,2,2,2,0,1,0,1,1,1,1,1,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230530805000018,8,372,372,141,17,114,61,3,1,0,0,23,0,4,0,6,2,0,0,0,0,0,9,1,0,1,0,2,2,1,1,1,0,0,0,4,2,5,7,4,6,7,9,8,3,11,9,6,9,8,9,8,7,4,2,6,8,4,7,9,9,3,5,9,10,3,5,6,5,6,3,5,6,7,4,5,5,2,5,3,1,2,5,6,2,9,5,4,6,5,3,5,3,3,1,5,3,1,0,1,1,0,2,2,2,1,2,1,0,2,1,2,1,0,2,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
230530805000019,8,300,300,115,6,118,27,1,1,0,0,23,1,7,0,1,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,1,0,1,5,8,11,7,8,7,8,7,6,9,6,11,5,9,2,9,6,10,5,6,7,5,4,3,1,6,5,5,3,2,6,4,3,1,1,5,4,2,4,4,2,3,6,1,5,5,3,0,2,2,0,2,4,2,2,2,5,3,2,3,1,1,2,1,3,1,0,1,1,0,0,1,2,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
230530805000020,8,437,437,170,9,159,38,12,2,1,0,24,0,11,0,5,2,4,0,0,0,0,9,2,0,0,0,1,1,1,0,0,3,0,1,6,11,9,12,11,6,4,3,14,6,15,10,7,9,9,13,9,12,10,11,4,12,11,11,5,6,10,5,7,3,5,5,3,7,5,6,3,5,5,5,2,5,4,6,7,4,7,7,3,4,4,3,5,5,4,4,4,1,2,3,2,1,0,2,2,1,1,2,0,1,0,3,1,2,1,1,0,1,1,0,1,1,2,2,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0
230530805000021,8,169,169,60,10,62,15,3,3,0,0,10,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,8,1,2,2,4,1,4,5,4,5,3,4,7,5,3,8,2,3,4,1,3,4,3,1,3,3,4,5,5,0,0,1,2,0,2,3,3,2,2,0,1,2,2,0,1,3,3,1,0,1,2,1,0,1,1,3,2,1,2,1,1,2,0,0,1,2,0,0,0,0,3,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230530805000022,8,290,290,130,10,103,21,0,2,2,0,13,0,3,0,5,1,0,0,0,0,0,5,0,0,1,1,0,1,0,0,0,1,0,1,4,2,4,6,7,3,8,3,5,4,5,5,9,3,9,4,4,14,6,5,5,1,4,6,7,4,1,3,3,2,4,4,3,2,4,0,3,6,2,2,3,0,4,4,8,4,5,6,4,4,2,3,2,2,3,2,0,1,2,3,3,1,2,0,5,2,2,1,3,3,2,3,1,2,1,2,0,2,1,2,0,1,1,1,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0
230530805000023,8,260,260,97,16,101,16,1,2,1,0,13,0,4,0,6,0,3,0,0,0,0,9,1,1,0,0,0,2,0,0,1,1,1,2,3,2,4,6,1,6,7,9,4,5,6,5,10,4,4,2,5,8,4,7,5,4,3,1,6,6,2,3,1,2,7,7,4,2,2,3,4,5,2,2,3,4,1,4,4,3,1,3,3,2,2,2,2,3,1,3,0,3,2,0,3,1,1,2,1,1,1,0,2,2,2,2,1,1,2,4,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
230530805000024,1,134,134,52,10,41,19,0,2,0,0,3,1,3,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,3,2,3,5,3,2,2,2,2,3,2,3,4,2,2,0,0,2,2,2,5,5,3,5,2,1,1,0,5,2,1,4,1,2,0,1,4,1,4,1,2,0,3,2,0,2,4,4,2,2,1,1,3,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230530805000025,1,32,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230530805000026,1,330,330,127,24,107,40,5,4,4,0,12,0,4,0,3,0,0,0,0,0,0,7,1,1,0,0,0,0,0,1,2,1,0,1,4,6,7,4,7,2,4,1,9,9,6,8,5,13,11,7,5,10,8,9,4,7,8,5,7,8,5,10,6,4,6,4,4,2,6,3,3,7,2,5,4,8,3,4,4,1,6,4,1,2,6,2,3,1,2,2,1,1,0,2,0,3,2,0,1,1,1,1,1,3,0,0,1,1,2,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
230530805000027,1,9,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230530805000028,1,102,102,45,4,24,14,5,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,2,3,2,4,0,3,1,4,1,2,2,3,0,5,1,3,0,3,2,2,0,1,0,0,4,1,1,1,0,3,2,3,0,1,2,3,2,1,4,0,1,0,1,1,1,0,2,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
230530805000029,1,144,144,58,12,48,17,0,1,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,2,3,0,7,3,3,2,3,5,1,4,2,5,3,2,0,2,4,1,3,3,2,2,1,3,6,1,2,3,1,2,2,4,2,1,3,2,2,3,3,1,1,0,0,2,4,1,0,1,2,0,1,1,1,1,1,1,0,2,0,1,0,1,0,0,4,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230530805000030,1,268,268,94,12,104,33,2,0,2,1,12,1,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,1,0,2,7,9,3,5,10,3,13,4,5,6,7,9,3,5,7,7,7,6,5,4,4,10,5,5,6,6,4,5,2,3,2,4,4,2,1,2,4,5,4,0,6,1,2,0,2,2,0,1,2,3,0,0,1,2,0,2,2,3,0,1,2,3,1,1,1,3,0,0,1,0,0,1,4,2,2,0,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
230530805000031,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230530805000032,1,104,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230530805000033,1,154,154,67,11,39,12,1,2,1,0,10,0,2,0,3,0,6,0,0,0,0,5,0,0,0,1,2,0,0,0,0,0,2,0,2,1,2,4,2,1,1,0,2,4,2,2,2,6,1,2,1,2,5,1,2,3,7,6,3,2,4,0,5,6,5,2,5,0,3,1,0,1,1,0,1,2,0,2,1,2,4,3,1,2,2,1,0,1,2,1,0,1,2,2,0,2,1,0,0,0,0,3,0,1,1,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0
230530805000034,1,104,104,38,15,31,10,1,0,0,0,4,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,3,3,0,2,2,2,0,2,3,1,0,5,1,1,4,2,2,1,0,3,3,3,0,1,2,0,0,2,1,1,0,2,2,3,2,0,1,0,1,0,0,0,5,1,1,4,1,1,2,0,1,1,1,1,2,1,0,0,1,0,1,0,0,0,4,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230530805000035,1,23,23,13,0,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230530805000036,1,274,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230530805000037,1,11,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230530805000038,1,29,29,7,7,9,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,2,2,0,1,0,0,3,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230530807000001,1,431,431,169,18,130,69,2,3,2,0,26,3,5,0,2,2,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,1,1,9,4,8,10,8,3,12,6,15,13,7,10,16,11,18,11,11,6,3,5,9,8,6,3,7,5,6,4,2,5,3,7,2,2,5,2,5,7,7,7,5,4,1,11,7,5,4,1,5,3,4,6,5,3,4,3,5,5,2,6,2,6,2,7,2,1,1,2,2,2,0,3,4,1,3,3,0,1,1,0,1,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
230530807000002,8,359,359,113,43,142,27,2,2,1,0,21,0,3,0,4,0,1,0,0,0,0,8,0,3,1,0,2,0,0,0,1,1,0,0,4,6,6,5,3,6,8,13,6,12,12,10,9,16,10,8,4,8,9,7,7,3,5,2,1,1,6,1,3,4,1,4,6,4,8,8,1,7,6,2,5,2,2,3,9,4,4,1,4,4,3,1,2,4,4,2,3,8,1,1,1,1,1,0,1,2,2,4,2,0,1,3,4,2,2,2,2,2,1,0,0,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0
230530807000003,5,59,59,22,1,16,12,3,0,0,0,2,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,1,1,1,0,1,2,1,2,0,1,1,1,1,2,2,2,1,0,3,1,1,1,1,3,1,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230530807000004,8,269,268,69,43,109,21,1,1,1,0,16,1,3,0,2,1,1,0,0,0,0,5,0,2,0,1,0,0,1,0,1,0,0,0,4,5,3,6,5,4,2,3,4,11,6,7,3,3,10,11,9,10,5,4,8,3,7,1,2,4,2,2,4,3,4,1,1,3,4,3,1,2,7,1,3,4,2,1,6,4,5,2,2,2,3,3,3,1,1,6,1,3,1,6,1,2,0,2,2,1,0,3,1,1,0,3,0,2,1,1,0,1,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
230530808000001,1,223,223,73,19,75,23,7,2,0,0,16,1,1,0,2,4,0,0,0,0,0,6,0,0,0,1,0,0,0,1,3,1,0,0,2,7,5,3,4,3,7,5,3,6,6,2,4,5,1,5,3,6,6,7,3,4,6,3,5,7,0,2,2,3,0,4,3,5,3,2,2,2,1,3,3,2,1,1,3,1,2,2,2,5,3,7,0,3,3,2,1,2,1,1,2,2,1,1,2,0,1,1,0,1,0,0,0,0,0,0,1,3,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230530808000002,8,344,344,121,19,125,41,8,3,0,0,20,0,1,0,4,0,2,0,0,0,0,4,0,0,1,0,2,0,0,0,0,1,0,0,6,3,5,9,6,1,3,9,4,13,8,11,14,12,11,14,12,7,6,11,8,4,6,4,3,6,1,3,4,2,4,3,6,3,6,3,4,6,6,2,1,1,2,3,2,4,6,3,5,5,3,7,2,1,3,3,0,2,1,3,4,3,1,3,2,3,1,1,0,3,1,1,1,1,2,0,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230530810000001,1,96,96,46,1,40,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,1,1,5,5,2,4,0,5,2,2,3,3,1,0,1,1,2,0,1,0,2,2,0,1,1,0,1,1,0,2,0,3,1,0,0,0,1,0,0,0,2,2,0,1,0,0,2,1,0,2,3,0,1,0,5,1,2,0,1,1,2,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230530810000002,8,130,130,55,4,48,8,0,2,2,0,8,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,1,0,0,0,0,0,4,5,3,3,1,3,1,2,0,3,3,1,2,1,1,3,6,3,6,0,0,1,2,0,0,1,3,2,2,3,5,3,2,1,0,5,0,0,1,1,3,0,2,2,1,1,1,1,1,1,0,3,1,1,1,3,2,2,0,0,0,0,2,2,2,0,0,0,1,0,1,1,2,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230530810000003,8,50,50,21,2,19,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,3,0,0,2,0,0,1,2,0,0,1,2,1,1,0,0,2,0,3,1,2,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230533205000001,1,775,775,153,204,238,89,7,8,4,1,43,0,13,0,7,0,8,0,0,0,0,13,0,2,2,0,1,1,1,2,0,2,1,1,15,16,13,13,10,17,11,14,9,14,7,20,11,16,16,20,16,18,15,15,13,21,15,18,16,12,15,9,9,14,12,14,12,12,8,8,10,10,6,12,11,6,6,10,12,13,10,7,12,12,10,7,4,7,7,5,3,5,8,5,3,0,0,4,6,8,3,2,3,2,3,4,2,5,0,3,1,5,2,4,1,0,0,2,0,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0
230533205000002,1,532,531,217,16,185,57,11,4,1,4,28,0,0,0,6,2,1,0,0,0,0,9,1,1,1,0,1,2,0,1,0,0,0,2,12,7,10,11,15,8,13,9,10,10,13,11,13,16,18,19,10,9,9,10,8,11,8,9,4,14,9,7,8,12,9,6,7,5,12,4,8,7,4,6,5,7,6,3,5,6,3,1,7,4,3,3,6,4,3,6,1,3,4,1,3,3,3,5,0,2,2,2,5,2,1,2,5,1,0,3,2,1,1,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
230533205000003,8,370,368,164,12,134,20,11,2,0,0,14,0,2,0,8,3,0,0,0,0,0,10,0,1,1,2,0,2,0,2,1,0,0,1,8,6,7,6,5,3,6,7,5,6,3,4,11,9,10,8,10,8,7,2,5,8,8,6,10,4,9,7,7,6,5,4,3,6,2,7,3,6,0,2,6,2,5,8,8,8,4,5,2,2,2,3,6,4,3,2,3,4,2,2,3,4,2,1,3,2,0,5,3,2,1,0,2,2,4,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
230533205000004,1,371,370,125,47,114,42,0,1,6,2,15,0,8,0,8,0,3,0,0,0,0,7,0,0,0,1,2,2,1,1,0,0,0,0,5,5,6,7,11,5,5,7,4,7,6,7,10,3,5,10,11,8,7,4,7,6,5,7,11,8,7,10,9,9,2,5,4,6,7,11,2,4,3,7,4,4,2,7,4,7,3,2,2,3,1,6,3,2,2,1,1,1,0,5,0,3,4,1,1,4,1,1,2,1,0,2,4,2,1,2,1,1,0,3,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230533205000005,1,336,336,59,93,97,45,3,6,4,0,17,3,4,0,2,0,3,0,0,0,0,7,0,1,1,0,0,0,1,2,0,1,0,1,4,7,2,2,9,6,3,6,5,14,3,6,7,11,5,3,12,4,10,3,11,8,5,10,4,9,13,3,4,5,7,5,4,3,1,6,1,6,3,4,5,2,4,3,3,7,2,2,4,3,2,1,2,5,4,0,1,3,2,1,3,2,3,1,1,0,1,0,2,4,2,3,0,2,0,3,2,3,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
230533205000006,1,275,267,83,44,72,52,2,3,1,0,12,0,2,0,2,0,2,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,2,4,2,5,7,7,5,4,3,3,3,3,4,8,6,4,11,9,5,4,6,12,7,4,6,3,7,9,5,6,2,7,7,6,2,2,3,7,1,4,2,4,2,3,0,1,3,5,1,1,0,2,5,1,0,2,2,3,2,2,2,2,1,3,2,0,1,0,4,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230533210000001,1,193,192,48,42,46,34,8,1,3,0,7,2,0,0,1,0,1,0,0,0,0,5,0,1,0,0,1,1,1,0,0,1,0,0,1,5,0,0,3,3,3,3,4,2,0,4,3,1,8,5,5,4,4,4,1,3,3,9,2,3,4,4,3,2,1,3,1,0,1,3,2,1,1,4,2,5,1,1,3,1,2,2,5,3,1,2,1,2,0,1,0,5,0,2,1,3,3,0,3,1,1,2,0,1,4,0,3,2,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,2,0,0,0,0,0
230533210000002,8,208,208,88,0,72,21,9,0,0,0,10,1,2,0,2,0,3,0,0,0,0,5,0,1,0,1,0,1,0,1,0,1,0,0,3,2,3,2,3,4,1,2,5,4,7,4,3,9,7,8,3,2,4,4,4,5,2,4,1,4,7,4,3,4,5,3,0,4,2,2,3,2,0,2,3,2,1,3,2,1,3,5,0,2,2,2,1,3,4,4,3,1,2,1,3,1,2,0,1,0,1,0,0,1,0,1,0,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
