Cod_setor,Situacao_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,V013,V014,V015,V016,V017,V018,V019,V020,V021,V022,V023,V024,V025,V026,V027,V028,V029,V030,V031,V032,V033,V034,V035,V036,V037,V038,V039,V040,V041,V042,V043,V044,V045,V046,V047,V048,V049,V050,V051,V052,V053,V054,V055,V056,V057,V058,V059,V060,V061,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134
230200805000003,1,242,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230200805000004,1,465,465,81,126,125,66,6,4,6,0,34,0,7,0,9,0,1,0,0,0,0,7,0,1,0,0,1,2,1,0,0,1,0,1,7,15,10,10,3,4,4,12,8,13,10,9,10,11,10,15,8,7,6,6,9,6,8,8,5,6,5,8,9,11,13,6,7,7,12,9,6,8,6,8,3,6,5,4,0,4,1,3,6,4,2,5,1,2,5,3,4,5,4,3,1,5,5,3,3,2,2,2,1,4,1,4,3,2,2,1,3,1,0,2,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
230200805000005,1,395,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230200805000006,1,306,306,117,19,82,35,2,6,0,1,16,0,8,0,12,5,3,0,0,0,0,6,0,0,1,1,0,0,0,1,0,0,2,1,3,5,4,2,3,4,6,4,4,2,4,8,5,5,4,7,6,6,8,7,10,12,4,4,3,7,4,8,7,3,1,5,6,7,4,4,1,3,3,3,0,5,7,3,2,6,6,4,6,2,7,1,1,4,3,0,4,3,5,0,1,6,1,1,1,0,1,1,1,3,2,2,2,1,1,1,2,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
230200805000007,1,229,227,81,20,48,27,3,3,1,1,20,0,4,0,7,0,14,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,2,0,2,1,3,1,3,6,1,0,3,7,6,9,2,5,5,6,5,4,1,5,2,5,1,7,4,6,5,4,1,3,1,5,0,1,4,2,0,1,4,5,2,4,7,2,4,4,4,5,2,2,0,2,7,3,2,0,1,1,1,3,0,1,1,2,0,1,1,1,0,2,2,1,1,4,1,2,1,1,0,5,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
230200805000008,1,17,17,10,0,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200805000009,1,423,423,168,32,108,60,1,2,2,0,33,1,10,0,6,0,0,0,0,0,0,8,0,0,2,0,2,0,0,0,1,0,3,0,6,8,9,7,5,5,5,6,6,9,9,9,8,7,14,8,13,12,6,10,10,3,11,7,5,5,7,8,3,8,2,9,3,7,4,3,9,4,2,7,2,6,9,3,8,5,5,4,4,3,7,4,0,2,4,1,3,1,2,3,4,2,1,4,0,3,4,2,3,5,5,2,3,2,8,0,1,4,0,2,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
230200805000010,1,403,403,134,46,146,39,0,3,2,3,16,1,3,0,10,0,0,0,0,0,0,5,0,1,0,2,1,0,0,0,0,0,1,0,7,10,2,8,11,4,7,5,8,10,5,4,7,12,7,4,9,8,9,8,3,10,9,5,12,6,6,13,8,6,3,8,7,12,8,4,10,3,5,2,3,3,5,5,2,5,3,4,6,3,3,3,1,3,4,4,2,4,1,2,6,2,1,2,1,5,2,3,2,4,3,2,2,3,0,0,2,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
230200805000011,8,205,204,62,25,94,11,0,1,0,0,9,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4,3,2,0,2,3,4,3,2,2,5,6,7,7,8,3,7,6,4,5,5,3,4,4,1,5,1,3,4,0,2,2,2,4,4,2,1,1,2,0,1,6,5,3,2,4,4,2,4,1,3,2,2,2,1,3,1,0,1,3,2,1,2,1,2,0,1,2,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
230200805000012,8,338,337,159,1,130,26,1,3,2,1,11,0,2,0,1,0,1,0,0,0,0,4,1,0,1,0,1,0,0,0,1,0,0,0,6,5,2,6,5,9,5,9,5,2,4,7,4,16,6,8,6,3,6,8,8,6,4,5,5,6,7,3,7,5,2,6,11,2,8,3,10,1,1,5,4,5,2,3,8,6,3,3,4,4,2,4,2,2,1,2,2,1,4,1,3,3,1,3,0,0,3,1,2,3,2,3,4,2,1,1,1,0,1,1,1,3,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0
230200805000013,8,337,337,149,8,134,12,6,2,2,0,11,0,6,1,5,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,5,6,2,2,5,4,4,5,9,8,8,6,10,6,5,10,6,11,2,13,10,8,8,6,4,8,3,2,3,4,5,5,2,3,5,3,5,1,8,6,1,3,4,6,4,5,3,5,3,3,3,6,3,4,1,2,3,1,5,6,1,2,3,4,0,1,3,2,2,0,2,2,1,1,2,0,1,1,2,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0
230200805000014,8,390,390,81,82,183,23,0,2,2,0,11,0,1,0,2,3,0,0,0,0,0,6,0,1,0,1,0,0,0,2,0,0,0,2,5,3,4,4,10,5,6,10,10,4,7,9,11,7,8,5,7,9,9,8,8,6,14,8,8,6,2,10,8,5,13,1,4,5,7,5,3,7,5,4,8,4,2,4,6,3,3,2,4,1,2,0,3,0,3,2,4,2,3,1,2,5,2,1,3,3,3,3,2,3,4,4,3,3,1,1,2,3,1,1,1,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
230200805000015,1,67,67,26,2,20,8,0,1,2,0,5,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,2,0,2,0,0,0,0,2,3,1,0,3,0,2,0,1,0,0,0,2,3,0,1,1,5,0,2,0,2,2,1,0,2,0,1,1,1,2,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,1,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230200805000016,1,233,233,104,8,73,21,8,1,1,0,14,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,3,4,6,4,5,8,6,3,2,5,2,8,8,4,5,6,5,5,6,2,4,3,5,5,5,3,4,4,6,2,3,4,3,2,7,6,2,4,0,6,5,2,3,5,2,2,2,1,3,1,1,1,1,2,0,1,1,1,2,0,2,0,0,0,0,0,0,3,1,2,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
230200805000017,1,189,189,68,23,62,19,3,2,0,0,9,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,5,3,4,4,6,3,2,1,5,1,2,3,6,5,3,5,2,4,1,3,1,4,4,3,3,1,5,4,7,6,4,7,3,2,1,0,3,2,3,5,0,2,2,0,1,6,3,2,2,2,2,2,2,1,1,0,0,0,1,1,1,0,0,1,0,3,0,1,2,2,1,2,1,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230200805000018,1,326,325,105,37,96,55,4,3,2,0,15,0,4,0,3,0,2,0,0,0,0,6,0,1,1,0,0,0,0,0,1,0,2,1,4,4,7,1,5,6,4,12,4,10,7,6,12,6,9,9,5,3,9,7,7,7,3,5,6,9,6,10,9,8,3,4,7,7,5,5,5,5,2,2,4,1,3,0,3,0,5,4,3,3,0,1,4,2,2,2,3,1,1,4,2,1,0,4,2,2,2,2,1,0,1,0,4,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200805000019,1,31,31,10,4,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,1,1,1,1,1,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230200805000020,1,304,304,123,23,88,43,1,2,3,0,16,0,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,4,6,2,4,7,4,3,4,3,5,8,2,11,8,3,7,7,7,11,6,5,6,6,6,2,3,8,4,4,9,10,3,5,2,6,8,6,1,2,3,1,3,0,5,4,9,0,4,1,3,3,4,1,1,4,4,1,2,2,1,1,1,5,1,2,2,1,2,4,2,1,3,2,3,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200805000021,1,84,84,36,4,36,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,3,3,3,3,3,0,1,1,3,3,1,4,1,3,0,0,1,1,0,0,1,0,1,1,1,0,1,1,3,1,2,0,1,0,1,1,1,4,3,1,2,1,0,1,0,1,2,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
230200805000022,1,42,42,20,0,11,5,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,2,1,0,1,3,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200805000023,1,288,288,104,23,114,22,3,3,2,2,13,0,1,0,1,0,0,0,0,0,0,8,0,0,1,1,0,2,0,2,1,0,0,1,8,4,7,3,1,2,6,7,6,6,3,5,3,5,6,7,5,2,4,5,7,4,4,6,6,3,2,7,8,6,5,6,9,4,4,5,2,8,3,2,4,2,4,4,5,2,0,2,1,4,2,1,2,2,1,4,1,2,3,4,1,0,4,1,0,2,1,1,0,2,0,1,2,2,1,1,1,0,0,1,1,2,2,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
230200805000024,1,276,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230200805000025,1,57,57,27,1,15,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,1,0,0,1,1,3,3,0,1,0,1,2,0,0,3,1,4,1,1,1,0,0,0,1,0,0,3,0,1,1,1,0,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200805000026,1,89,89,40,0,29,10,2,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,4,0,1,2,1,0,4,2,1,1,2,1,1,0,1,1,2,2,1,2,3,1,1,1,0,1,1,1,1,1,1,2,1,1,2,2,1,2,3,2,2,0,1,1,1,0,1,0,1,0,2,1,1,1,0,0,1,1,0,1,0,0,3,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
230200805000027,1,67,67,40,3,14,7,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,2,1,1,3,0,0,0,0,1,0,1,0,1,0,1,2,1,3,0,3,5,0,0,2,1,1,0,1,0,1,0,0,1,2,3,1,0,0,1,0,0,2,2,0,1,0,0,1,1,0,1,0,2,2,0,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230200805000028,1,82,82,44,3,21,5,0,1,1,0,4,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,2,1,2,1,0,0,1,0,2,1,1,1,2,2,1,3,2,2,3,2,2,0,3,2,1,1,0,1,1,2,1,0,1,2,0,0,1,0,0,0,2,2,0,1,1,0,0,0,3,1,3,0,3,2,0,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200805000030,1,4,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230200805000031,1,74,74,27,0,31,3,2,2,0,0,6,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,1,0,3,2,1,1,0,4,3,0,3,2,3,2,0,5,0,2,1,1,0,0,1,0,0,1,1,3,0,0,1,0,3,0,0,6,0,0,2,1,0,1,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230200805000032,1,10,10,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200805000033,1,16,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230200805000035,1,8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
230200805000036,5,130,130,13,42,52,11,0,0,0,0,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,1,2,3,1,5,2,4,3,4,4,4,2,2,4,3,3,4,3,1,2,0,0,6,0,5,0,1,1,3,1,1,3,2,4,1,2,4,2,2,0,0,2,1,4,1,1,1,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200805000037,5,57,57,19,0,22,13,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,3,1,2,3,0,4,1,1,2,0,3,0,1,1,1,2,1,0,0,2,0,0,1,1,1,2,0,3,1,0,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200808000001,1,114,114,52,2,46,8,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,2,1,1,3,2,3,1,3,1,3,3,0,2,1,5,1,4,4,2,5,3,3,2,1,2,3,4,3,1,1,2,0,0,1,4,2,1,0,1,1,1,2,0,1,1,0,1,1,0,2,0,1,2,0,1,1,1,0,0,0,2,0,1,1,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200808000002,8,71,71,26,2,33,2,1,2,1,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,3,1,1,0,0,3,2,4,0,3,2,3,1,1,0,2,3,0,1,1,1,1,1,1,0,2,2,1,1,0,2,0,1,3,0,0,0,1,0,0,0,2,3,0,0,0,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
230200810000001,1,150,150,60,4,45,21,9,2,0,1,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,1,0,6,4,4,4,7,2,1,6,3,4,1,2,2,2,3,3,2,5,3,2,2,4,1,2,5,2,4,2,3,1,3,3,0,3,1,2,2,0,1,0,0,1,1,2,0,2,0,0,1,1,1,1,2,1,0,0,1,1,5,0,0,1,2,1,1,3,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
230200810000002,8,303,303,137,5,118,21,2,0,0,1,7,0,3,0,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,2,1,4,8,2,5,4,4,3,4,5,1,8,3,5,5,6,4,7,11,7,6,5,6,5,5,3,5,3,4,9,9,0,2,3,5,2,4,1,3,6,2,9,6,1,5,3,3,2,0,1,3,4,4,4,1,2,1,3,2,3,4,4,1,3,3,2,0,2,2,3,3,3,3,1,2,3,1,1,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
230200810000003,8,563,562,227,34,189,50,8,9,3,3,17,0,9,1,7,6,0,0,0,0,0,11,1,0,2,0,1,0,0,1,3,1,2,0,9,8,12,5,11,8,13,8,6,14,8,11,14,4,13,10,10,8,6,8,3,7,9,9,8,5,12,6,8,12,13,9,10,6,11,5,7,7,9,5,6,6,3,7,9,5,12,3,5,4,5,5,6,4,2,7,6,4,4,3,9,8,9,5,9,6,3,7,1,3,2,2,6,3,2,6,2,1,2,2,1,0,1,1,0,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0
230200810000004,5,112,112,41,13,39,4,1,2,0,0,10,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,1,2,3,1,5,4,1,1,2,3,1,2,1,0,2,2,4,1,3,0,1,2,2,6,1,0,1,3,1,4,0,5,3,1,1,1,3,0,0,1,2,1,1,0,0,0,0,0,1,2,1,0,1,1,1,0,1,1,0,2,1,0,1,1,0,1,0,1,0,1,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230200812000001,1,76,76,34,0,25,10,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,3,2,2,0,2,4,1,1,2,2,0,0,1,1,3,1,1,1,0,1,2,1,4,1,3,0,2,2,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,2,0,2,1,0,1,0,1,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200812000002,8,266,266,132,1,88,19,1,1,5,0,9,0,5,0,2,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,3,6,2,5,8,1,4,4,5,6,2,7,0,7,5,3,6,2,3,6,2,4,2,2,2,7,3,2,2,5,6,8,5,6,4,3,4,4,8,5,4,3,0,0,3,4,1,1,5,5,1,0,4,2,3,3,2,5,1,3,2,3,1,5,1,3,2,3,1,1,1,6,1,1,2,0,0,1,2,2,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
230200815000001,1,172,172,67,2,38,38,4,0,1,0,12,0,5,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,2,3,0,3,3,2,3,7,4,3,4,5,5,5,3,3,6,4,2,2,3,2,2,2,6,3,4,4,3,1,1,2,1,0,2,1,2,2,4,0,0,3,1,2,0,1,1,1,2,1,3,1,0,0,2,0,0,1,1,3,2,2,0,0,2,4,2,1,2,2,2,1,0,0,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
230200815000002,1,342,340,131,13,120,51,5,4,0,0,13,0,1,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,8,13,7,7,8,1,1,3,8,6,7,5,10,11,7,5,3,7,6,11,8,12,6,4,7,4,11,4,8,6,4,6,5,5,4,7,3,3,2,4,1,3,2,5,4,1,5,5,2,0,1,7,1,2,1,5,2,2,2,3,0,2,3,3,5,2,1,3,4,2,1,1,3,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230200815000003,8,481,481,220,3,167,37,1,9,3,2,31,0,0,0,6,1,0,0,1,0,0,6,0,1,1,0,2,1,0,0,0,0,0,1,3,5,3,9,5,6,4,2,10,8,13,7,12,11,8,15,12,7,8,10,12,11,15,3,9,8,3,8,4,8,4,10,4,10,7,7,5,4,3,10,4,7,4,7,8,5,10,7,2,5,2,7,4,4,4,9,4,4,3,2,7,4,5,2,4,0,3,2,4,3,4,1,2,2,3,1,0,1,2,0,3,2,3,2,1,2,4,0,0,1,1,0,0,0,0,0,0,1,0,0
230200815000004,8,259,259,119,0,100,22,1,3,1,0,6,0,4,0,3,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,1,5,1,2,6,5,7,2,5,5,3,4,2,2,5,3,7,6,5,2,1,3,9,4,4,6,6,5,3,12,3,2,5,3,5,7,5,4,1,3,2,4,2,4,2,2,2,1,3,1,2,1,2,1,1,3,2,1,2,2,1,1,8,6,1,1,0,3,1,3,1,2,4,3,4,3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
230200817000001,1,166,166,72,5,41,25,2,2,0,0,13,0,1,0,5,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,1,0,4,1,3,2,3,1,3,2,4,5,5,1,3,5,4,5,0,5,1,2,4,1,0,3,3,3,0,3,1,5,3,7,2,3,1,4,0,4,2,1,1,4,2,3,2,1,2,1,2,2,4,0,1,2,1,2,4,0,2,4,1,0,0,1,1,0,1,2,1,0,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200817000002,8,245,245,117,0,92,13,1,0,1,0,13,0,2,0,2,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,3,3,8,4,1,4,3,3,5,3,1,10,5,3,6,3,5,2,5,7,2,6,4,3,1,5,4,2,4,4,3,6,2,1,1,6,1,2,5,4,4,3,2,3,3,4,2,1,4,6,2,1,4,3,3,0,2,0,1,3,3,0,0,2,2,2,2,4,5,1,1,3,0,1,1,2,2,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230200820000001,1,166,166,70,2,53,22,0,3,0,0,10,1,3,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,3,4,1,1,3,1,3,6,2,3,1,3,3,1,4,3,3,3,0,3,2,6,2,2,7,1,3,8,2,4,4,1,2,0,3,3,0,5,3,1,2,1,1,2,3,5,0,3,1,1,0,1,1,1,1,0,1,3,0,2,2,2,2,0,1,0,1,0,2,0,0,1,1,0,3,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
230200820000002,8,137,137,52,1,69,6,0,0,0,0,4,0,2,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,1,1,4,2,4,0,4,3,2,3,4,1,4,5,6,5,3,2,3,2,1,2,2,2,0,2,1,1,0,3,2,6,3,2,1,0,2,2,1,2,0,0,1,1,3,3,1,1,3,1,3,1,0,0,0,1,0,0,0,1,1,2,1,1,0,0,1,1,2,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
