Cod_setor,Situacao_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,V013,V014,V015,V016,V017,V018,V019,V020,V021,V022,V023,V024,V025,V026,V027,V028,V029,V030,V031,V032,V033,V034,V035,V036,V037,V038,V039,V040,V041,V042,V043,V044,V045,V046,V047,V048,V049,V050,V051,V052,V053,V054,V055,V056,V057,V058,V059,V060,V061,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,
230640505000093,1,456,456,112,111,112,48,10,7,6,0,25,1,7,0,11,1,5,0,0,0,0,5,1,0,0,1,0,0,0,1,1,0,0,1,5,9,6,9,11,5,6,11,7,7,16,9,14,11,2,8,16,14,7,11,10,8,6,8,7,10,10,8,8,7,5,11,5,6,10,7,9,6,4,7,7,6,3,2,2,5,3,2,5,5,6,2,0,2,1,2,1,3,7,3,1,2,2,4,1,2,1,1,4,3,3,0,2,5,1,2,1,1,2,2,0,2,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
230640505000094,1,518,518,89,140,171,70,4,7,3,2,21,0,4,0,6,0,1,0,0,0,0,11,0,1,1,1,3,0,1,0,1,0,3,0,15,20,8,9,8,11,10,14,12,16,13,15,7,16,19,15,13,20,9,10,7,10,11,5,13,8,13,8,7,11,4,12,3,4,3,10,8,7,6,8,3,6,2,6,6,2,2,3,7,3,0,3,4,6,2,1,3,0,1,2,0,0,1,4,5,2,2,2,1,1,0,0,2,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
230640505000095,1,332,332,52,119,91,33,6,4,4,0,14,0,3,0,3,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,5,6,6,5,4,7,6,6,6,7,5,9,4,6,6,8,4,7,5,8,8,5,11,5,7,5,3,4,6,8,9,7,7,2,9,6,3,4,7,7,2,1,9,3,4,5,6,5,2,4,1,3,2,6,1,4,0,1,1,4,0,3,1,1,0,5,0,1,2,0,0,0,0,2,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
230640505000096,1,475,475,119,111,111,52,7,5,4,3,25,3,10,2,14,8,0,0,1,0,0,8,0,0,1,3,0,0,0,0,2,2,0,0,11,11,9,5,3,8,4,9,10,5,13,10,18,11,11,20,10,9,12,8,11,10,11,8,4,8,11,12,3,4,9,8,7,4,9,7,6,7,8,6,7,9,7,7,3,4,4,7,6,1,3,1,4,6,3,1,1,3,2,3,2,0,1,1,1,1,0,5,1,3,7,0,1,1,2,1,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
230640505000097,1,344,344,81,92,86,34,2,6,6,1,14,0,11,0,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,5,2,6,7,6,6,3,6,6,8,9,6,9,7,5,9,10,6,7,5,7,9,6,13,9,4,6,7,6,11,4,2,2,9,6,3,5,5,3,3,0,6,4,0,8,2,5,5,4,7,2,2,4,2,1,4,0,2,2,0,2,2,0,3,1,1,1,0,1,1,4,0,2,2,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
230640505000098,1,470,470,86,131,128,62,1,8,2,0,29,0,6,0,15,2,0,0,0,0,0,9,0,1,2,1,1,0,2,0,1,0,0,1,9,4,7,9,9,8,7,8,2,9,6,13,10,6,11,13,12,9,5,11,9,11,14,12,5,11,12,10,4,8,12,8,5,4,7,8,10,8,3,4,7,5,9,8,4,9,2,1,1,4,4,4,4,4,2,2,4,8,5,2,2,2,3,2,1,3,1,2,2,1,2,2,1,4,2,1,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
230640505000099,1,413,413,98,86,84,65,10,10,6,0,29,1,9,0,6,6,3,0,0,0,0,7,1,0,1,0,0,1,2,0,0,1,0,1,8,6,9,7,5,9,8,9,12,12,7,10,10,9,11,10,7,8,6,9,8,7,9,8,11,8,8,7,6,7,6,6,3,6,10,6,7,3,4,8,2,4,4,5,4,9,6,3,1,1,2,3,0,1,4,2,3,1,2,1,0,1,3,0,1,1,2,1,3,0,2,3,2,0,2,3,0,3,1,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640505000100,1,302,302,87,57,88,28,1,7,4,0,10,0,9,0,8,0,3,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,4,6,7,7,7,6,5,5,4,10,7,8,14,5,7,6,12,2,2,7,6,11,7,7,9,9,9,5,8,10,4,9,6,2,3,5,3,3,2,2,1,4,0,1,4,4,1,3,3,0,0,2,1,0,3,1,2,0,0,1,1,2,1,0,1,1,1,1,0,1,1,0,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640505000101,1,234,234,86,26,48,20,1,1,12,0,8,0,13,4,15,0,0,0,0,0,0,7,1,2,0,0,2,1,0,0,0,0,1,0,3,6,2,4,4,5,5,1,2,6,3,5,4,3,5,4,2,9,9,4,7,5,8,10,7,5,4,4,8,4,4,0,3,2,3,2,2,5,7,2,4,1,4,2,2,2,2,1,1,1,0,4,2,3,1,0,1,0,2,2,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640505000102,1,338,338,113,31,78,36,2,1,19,1,9,0,27,3,13,0,3,0,2,0,0,5,0,1,1,0,0,0,0,1,0,0,0,2,4,5,5,7,2,5,8,5,6,12,6,3,3,7,12,11,8,13,6,12,8,7,4,5,4,7,3,8,8,9,5,5,7,4,6,9,6,5,9,2,3,6,4,5,6,2,1,5,1,1,0,3,5,1,3,0,0,1,1,2,0,0,4,0,1,0,1,2,0,2,2,1,1,1,1,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
230640505000103,1,342,340,69,101,80,32,3,8,2,0,15,0,5,1,12,4,0,0,8,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,3,3,4,2,2,0,7,4,5,4,5,2,7,7,6,9,9,11,10,4,7,8,10,7,7,7,8,5,2,3,7,4,8,3,7,2,5,4,3,10,1,8,6,9,6,5,5,6,2,3,6,3,3,0,2,1,2,6,1,4,7,1,3,3,3,2,2,2,0,2,0,2,1,1,3,1,1,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,
230640505000104,1,401,399,92,87,103,43,13,4,5,2,19,0,9,0,15,6,3,0,0,0,0,10,1,1,0,2,1,1,0,2,0,0,2,0,5,3,10,3,12,7,9,7,8,10,3,12,6,15,8,8,9,6,10,5,11,12,11,5,8,7,6,6,7,7,6,3,5,4,5,3,4,6,7,4,8,8,2,5,4,4,6,3,1,6,0,3,3,4,1,0,0,1,4,2,2,7,3,0,3,2,0,3,1,4,1,0,4,2,1,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
230640505000105,8,164,164,14,62,51,17,1,1,0,0,10,1,1,0,6,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,5,3,4,4,1,4,4,2,4,2,5,8,3,1,3,3,5,5,2,4,5,3,1,4,1,2,2,3,0,1,2,2,0,1,0,3,2,4,1,0,2,3,3,5,1,4,2,1,1,2,0,3,0,1,1,1,1,2,1,2,1,0,0,2,1,0,0,3,1,2,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640505000106,8,201,201,20,81,75,6,0,2,0,1,11,0,0,0,2,0,3,0,0,0,0,7,1,0,0,2,0,1,1,2,0,0,0,0,4,6,6,3,2,8,3,3,7,13,4,3,3,2,3,2,5,2,5,3,5,4,0,2,2,2,5,4,3,3,2,2,2,2,4,4,4,2,3,1,2,1,0,0,3,0,2,1,2,2,2,1,2,3,2,2,0,2,0,3,2,4,1,0,3,0,1,1,0,1,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640520000001,1,391,387,48,135,131,30,1,5,4,1,22,2,3,0,1,5,0,0,0,0,3,10,0,2,0,0,1,1,0,2,1,2,1,0,5,6,6,9,5,6,5,3,9,6,5,5,8,6,9,9,11,11,8,8,7,11,9,7,11,7,12,6,3,2,5,3,2,5,6,5,4,4,6,3,5,4,5,3,5,6,3,3,4,3,5,3,3,2,2,7,2,4,4,3,3,3,2,3,1,1,1,2,0,5,0,0,4,3,4,3,4,1,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640520000002,8,189,189,13,80,75,8,1,2,0,0,9,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,5,4,5,1,5,3,5,2,6,3,5,5,3,5,3,3,5,4,1,6,6,5,2,4,3,1,5,4,7,3,1,3,2,3,2,4,2,2,2,0,2,4,3,2,2,2,4,1,1,2,1,2,0,0,0,1,2,0,0,0,4,0,0,0,1,1,1,1,1,0,3,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640520000003,8,210,210,10,83,81,8,5,3,0,0,16,0,2,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,2,5,3,2,7,7,1,5,3,9,7,6,5,6,11,2,5,5,6,1,3,2,0,2,3,1,3,2,6,3,1,2,3,4,2,1,2,2,3,2,4,1,3,3,1,2,1,1,2,3,1,3,1,1,0,3,0,1,2,2,5,1,1,1,0,1,1,0,0,2,2,2,2,1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
230640520000004,8,121,121,18,43,38,11,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,2,1,1,5,2,2,4,3,3,4,3,3,4,3,1,3,4,4,0,2,1,1,1,5,3,2,2,3,2,1,0,1,3,0,0,2,2,1,2,1,1,1,0,0,0,2,2,0,1,1,0,0,3,1,0,3,0,0,2,3,0,0,1,0,4,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640520000005,8,118,118,17,54,33,2,2,3,0,0,3,0,2,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2,2,0,0,2,3,2,3,0,1,1,3,2,4,0,3,2,1,3,3,4,2,1,0,1,1,3,0,1,3,2,4,0,2,1,2,2,1,0,1,1,3,1,1,1,1,2,1,1,2,5,2,1,0,2,0,0,0,1,1,0,0,1,0,1,2,0,0,1,2,0,3,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
230640520000006,8,110,110,10,45,33,4,1,3,0,0,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,2,1,3,3,2,7,1,0,3,2,2,3,2,3,4,0,1,0,1,2,1,1,1,0,2,2,4,2,0,1,2,1,1,0,0,0,2,4,2,3,1,1,2,0,2,3,2,1,0,1,3,1,1,0,0,2,2,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640520000007,8,180,180,17,64,76,12,0,1,0,0,8,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,8,3,5,2,3,2,4,6,5,6,4,8,9,2,2,6,2,1,3,5,4,4,4,1,4,5,9,1,2,1,1,2,1,3,2,3,1,0,0,7,1,0,2,2,0,0,1,1,0,0,1,2,1,1,2,2,1,2,1,1,1,1,0,2,1,0,0,1,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
230640520000008,8,223,223,9,94,93,10,0,4,1,0,12,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,1,8,7,6,2,5,1,3,4,7,4,4,5,4,6,5,8,6,4,3,3,4,5,1,5,5,2,5,1,5,3,2,3,1,3,0,5,4,2,6,2,5,2,2,4,2,1,2,3,3,0,1,2,0,2,0,2,4,2,3,0,1,2,1,2,2,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640520000009,8,168,168,7,67,76,2,0,3,0,1,8,0,1,0,1,2,0,0,0,0,0,5,1,2,0,0,0,0,0,1,1,0,0,0,2,9,9,3,9,3,3,3,5,0,0,6,5,3,2,2,4,5,3,2,4,2,2,5,3,4,2,5,4,3,2,3,0,0,2,1,1,2,1,2,2,2,4,0,0,0,0,1,1,1,2,4,1,2,2,1,0,2,2,2,1,1,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640520000010,8,196,196,13,77,75,7,6,1,1,1,13,0,1,0,1,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,0,1,0,1,4,5,3,7,4,2,1,5,3,4,7,9,8,6,2,7,5,5,2,5,5,4,1,3,2,3,1,2,1,3,1,6,2,0,2,1,2,1,5,3,5,1,2,1,1,3,1,4,0,0,0,0,3,0,3,0,1,0,2,2,2,3,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640520000011,1,266,266,41,83,89,26,5,3,2,1,14,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,1,1,1,5,5,0,9,6,3,4,1,5,3,5,8,4,9,8,5,7,7,4,3,5,4,7,10,5,0,2,1,6,9,1,5,4,2,6,2,4,1,3,5,6,1,3,3,1,2,1,4,1,1,4,2,2,1,2,0,3,0,3,6,1,4,2,2,1,5,2,1,2,2,0,0,0,1,1,0,2,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
230640520000012,8,635,634,61,228,217,48,7,14,4,1,45,1,0,0,5,2,2,0,0,0,0,14,1,0,1,3,1,0,1,2,1,2,2,0,11,13,15,18,16,8,14,13,10,13,12,23,16,16,21,16,12,16,13,19,7,10,15,8,13,4,6,12,5,13,9,9,11,12,8,7,9,6,3,6,8,2,5,8,13,8,4,4,4,4,2,3,1,5,3,2,3,2,6,6,3,6,2,2,3,4,5,6,0,4,3,3,3,2,2,0,0,2,1,1,1,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,
230640520000013,4,58,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
230640520000014,8,193,193,29,58,77,11,2,1,3,1,8,0,1,0,1,1,0,0,0,0,0,5,0,0,0,1,1,0,2,0,0,0,0,1,3,5,3,1,7,2,3,2,4,10,6,1,7,3,3,7,6,3,3,1,4,2,4,5,1,5,2,4,3,4,5,1,1,7,3,0,4,4,1,5,4,0,2,1,3,1,1,1,1,0,1,1,1,0,2,0,2,3,3,1,1,0,1,0,0,2,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
230640520000015,8,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,
230640522000001,1,198,198,42,59,54,18,3,1,2,1,14,0,1,0,1,2,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,2,4,4,2,1,4,0,2,2,4,5,6,8,2,1,2,3,4,1,4,6,3,5,5,2,3,1,5,2,1,2,3,4,2,2,1,7,5,0,3,3,2,2,1,1,2,5,0,2,4,2,1,2,2,1,0,2,2,4,1,1,2,0,2,3,1,2,1,1,4,1,3,1,0,1,0,1,2,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
230640522000002,8,331,331,30,121,113,27,9,2,2,0,20,0,2,1,2,1,0,0,1,0,0,7,1,1,0,0,0,0,0,0,0,2,1,2,6,9,4,5,15,3,5,8,6,2,4,8,7,6,9,10,7,5,3,4,10,3,7,8,6,4,11,2,4,5,7,2,5,4,3,0,8,2,3,4,7,1,6,0,1,3,3,4,5,2,2,4,5,8,1,1,3,2,5,2,4,4,1,2,1,0,1,3,2,2,0,1,3,1,1,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,
230640522000003,8,502,502,86,165,164,48,4,1,7,1,20,0,1,0,3,0,2,0,0,0,0,6,0,1,0,1,0,0,0,1,1,1,1,0,8,5,11,8,5,8,9,5,10,11,11,13,22,10,11,16,15,10,11,5,11,10,10,7,10,5,7,4,9,7,4,4,5,12,8,4,7,6,5,12,3,3,5,3,6,3,5,2,6,4,4,8,4,6,3,3,3,4,4,1,4,4,2,3,4,5,0,4,2,8,1,4,1,4,3,1,2,0,1,2,0,0,2,1,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,
230640525000001,1,272,270,56,61,62,30,8,8,2,1,30,6,6,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,1,0,0,0,3,1,7,6,5,1,2,7,6,8,5,4,6,7,6,8,6,8,3,7,4,3,5,3,4,6,3,4,4,1,3,3,3,4,2,6,3,5,5,4,2,2,4,3,5,1,4,4,0,3,5,2,7,3,6,1,2,2,1,4,1,1,1,0,0,0,2,2,0,2,1,2,0,1,1,2,1,0,0,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,
230640525000002,8,282,282,27,92,93,21,10,2,1,1,26,3,1,0,4,1,0,0,0,0,0,14,1,0,3,2,1,1,0,2,3,0,0,1,8,3,11,7,4,12,11,6,5,6,6,6,7,3,9,6,3,6,3,6,6,3,8,4,2,5,1,6,2,5,5,5,0,2,3,1,2,2,4,2,3,1,2,2,2,4,2,0,2,3,0,1,2,0,4,1,2,4,0,3,2,0,5,1,1,1,0,3,2,3,1,0,2,0,0,0,2,2,1,1,2,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,
230640525000003,8,289,289,33,107,94,30,2,0,5,2,11,0,2,0,2,0,0,0,1,0,0,7,1,1,0,2,0,0,0,2,1,0,0,0,3,8,8,3,6,3,8,5,8,6,5,5,10,7,5,5,6,13,2,5,3,3,9,5,3,3,8,3,5,4,4,5,2,2,3,6,2,3,2,1,4,0,4,4,5,4,3,2,3,1,1,1,2,4,3,1,4,1,1,2,2,0,3,3,0,3,3,1,2,1,1,1,2,3,3,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,
230640525000004,8,327,327,38,112,136,21,2,2,5,0,5,0,2,0,1,0,1,0,1,1,0,3,0,0,0,0,0,1,0,0,1,1,0,0,7,5,8,7,11,7,7,5,6,12,8,8,7,16,7,10,9,8,4,3,3,4,5,8,4,4,3,3,3,6,4,3,4,5,2,5,4,5,2,4,2,6,6,5,3,6,4,4,2,0,2,4,1,3,0,3,3,3,1,2,1,3,0,2,3,2,0,0,1,2,0,2,1,1,1,0,0,0,0,2,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
230640525000005,5,357,357,139,46,99,48,1,1,4,2,14,0,1,0,1,1,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,1,1,0,8,5,6,6,5,8,4,10,9,7,9,5,12,5,9,7,9,2,7,7,7,6,4,10,10,5,9,11,10,6,5,7,3,5,4,2,5,2,6,6,4,2,3,0,5,2,4,3,1,2,4,2,4,4,1,3,2,4,4,1,2,4,4,1,3,2,0,0,1,1,1,0,2,1,3,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
230640525000006,8,289,289,23,120,111,13,0,4,2,1,10,3,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,5,6,7,2,7,5,11,6,7,6,13,5,10,8,9,6,5,10,3,1,1,5,2,6,8,4,4,10,3,2,4,4,4,5,5,0,2,5,4,2,1,1,1,1,1,6,6,5,3,4,3,0,1,4,2,3,3,2,1,2,3,3,0,1,0,1,2,3,1,1,0,0,1,0,2,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
230640525000007,8,162,162,17,57,63,13,1,1,1,0,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,2,3,1,4,2,0,3,9,3,4,4,5,1,6,5,3,8,9,1,4,2,1,4,2,2,2,1,1,0,2,2,4,2,0,7,3,3,1,0,1,4,2,1,4,1,1,1,0,0,1,3,1,0,0,2,2,1,3,0,2,2,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
230640525000008,8,172,172,12,64,69,5,1,2,1,1,10,0,0,1,5,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,5,9,7,4,1,7,6,5,3,2,3,6,6,4,1,4,3,2,5,1,3,5,2,4,3,3,3,3,3,2,2,1,3,1,0,4,1,3,0,1,1,3,2,2,2,0,1,1,0,1,3,1,1,0,0,4,1,0,1,0,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640525000009,8,320,320,39,107,113,25,9,2,3,1,13,2,1,0,1,0,3,0,1,0,0,5,0,0,0,0,0,2,3,0,0,0,0,0,4,8,5,10,4,5,12,7,7,6,8,10,10,8,9,6,9,8,6,5,2,3,3,5,7,3,3,4,4,7,4,4,5,4,6,8,6,3,3,6,1,2,3,1,3,1,4,3,0,3,0,0,2,4,5,0,0,3,3,4,0,2,0,1,1,0,1,3,4,1,3,0,1,3,2,1,0,3,1,2,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
230640525000010,8,346,346,37,116,146,15,2,1,3,0,20,0,4,0,2,0,0,0,0,0,0,6,0,1,0,2,0,0,0,1,1,1,0,0,5,11,12,11,4,8,11,9,11,9,8,12,9,14,10,7,7,3,7,2,4,8,2,6,5,8,8,6,4,2,5,3,3,4,4,8,3,2,2,3,1,2,3,4,2,4,0,3,3,3,4,3,1,2,3,0,2,4,2,4,3,2,1,0,1,3,0,2,0,2,3,0,1,1,1,0,0,2,0,0,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
230640525000011,1,654,652,100,195,198,66,9,11,6,1,43,2,9,0,10,3,1,0,0,0,0,10,1,1,0,1,1,1,2,2,0,0,0,1,17,7,9,9,14,12,16,12,13,22,13,14,22,23,11,9,13,10,4,9,14,11,9,11,13,10,17,7,12,12,3,14,11,6,5,9,7,7,6,9,5,6,6,6,3,5,5,5,2,4,3,6,6,3,8,3,6,7,7,9,5,9,7,3,3,3,4,2,5,1,2,5,4,3,3,1,3,3,3,1,5,2,3,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,
230640525000012,4,26,26,3,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640527000001,1,278,268,31,92,92,24,1,4,1,0,14,1,1,0,7,0,0,0,0,0,7,6,0,1,0,0,0,0,1,2,0,1,0,1,8,5,4,7,10,8,3,5,6,8,8,8,7,7,5,4,8,6,3,8,4,6,4,3,5,6,8,2,3,3,2,7,0,4,3,3,2,0,4,3,5,5,2,1,4,2,5,1,2,2,1,1,1,0,3,3,1,3,2,5,1,3,2,0,2,2,2,3,0,2,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640527000003,8,233,233,39,73,89,19,0,1,2,1,8,0,1,0,0,0,0,0,0,0,0,5,0,0,1,3,1,0,0,0,0,0,0,0,4,6,6,7,5,8,3,3,6,6,4,5,5,7,7,4,3,2,2,5,5,5,6,5,7,2,2,5,1,0,4,1,5,4,5,2,2,5,1,2,2,7,2,4,3,2,4,1,1,1,0,1,2,0,0,1,0,4,2,3,2,1,0,1,2,0,0,2,3,2,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640527000004,8,310,310,15,106,149,16,4,4,2,2,11,1,0,0,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,1,2,0,0,5,7,9,6,5,7,5,11,3,10,9,9,11,2,8,10,9,7,5,6,7,12,8,4,4,6,2,7,8,8,7,5,5,5,3,5,3,1,1,3,2,0,2,2,2,0,2,0,2,3,1,2,2,3,2,4,3,3,0,4,2,1,3,0,3,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230640527000005,8,56,56,9,15,21,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,2,3,1,0,0,3,2,1,1,0,1,2,3,2,1,1,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,1,0,0,2,1,0,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
230640527000006,8,500,500,62,140,203,23,14,7,5,0,35,0,3,0,8,0,0,0,0,0,0,9,0,0,3,0,2,0,0,0,1,1,1,1,9,12,6,16,9,17,11,15,8,16,13,11,15,12,14,5,13,15,12,9,13,15,5,10,3,7,7,5,3,6,10,5,7,5,10,5,9,4,9,2,3,5,3,6,6,7,4,7,2,4,1,2,3,4,5,1,3,3,3,3,0,3,2,2,2,5,0,3,2,2,0,1,0,2,2,1,0,1,1,0,2,2,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,
