CD_GEOCODB,Total_HH_inc_in_CT_bairro_sum,Lit_grtr_5yrs_bairro_sum,Total_no_HH_in_CT_bairro_sum,PPH_Wtr_Spply_Ntwrk_bairro_sum,PPH_Sewerage_Conn_bairro_sum,PPH_Garbage_Col_Serv_bairro_sum,PPH_Elec_bairro_sum,Total_pop_branca_bairro_sum,Total_pop_preta_bairro_sum,Total_pop_amarela_bairro_sum,Total_pop_parda_bairro_sum,Total_pop_indigena_bairro_sum,Total_pop_bairro_sum,Lit_rate,Mean_HH_inc,Perc_Wtr_Spply_Ntwrk,Perc_Sewerage_Conn,Perc_Garbage_Col_Serv,Perc_PPH_Elec,Perc_branca,Perc_preta,Perc_amarela,Perc_parda,Perc_indigena
230440070082,8060816,9008,3071,2962,397,3022,3057,4229,299,134,5485,8,10155,0.8870507139340227,2624.817974601107,0.9645066753500489,0.12927385216541842,0.9840442852491045,0.995441224356887,0.41644510093549975,0.029443623830625307,0.013195470211718366,0.5401280157557853,7.877892663712457e-4
230440070083,31805187,64327,22149,21449,5883,20907,22045,24992,3465,1254,46196,135,76044,0.8459181526484667,1435.964919409454,0.9683958643731094,0.2656101855614249,0.9439252336448598,0.9953045284211477,0.3286518331492294,0.04556572510651728,0.016490452895691968,0.6074904002945664,0.0017752879911630108
230440070084,12771796,23352,7485,7172,2306,6063,7439,8369,847,282,17608,15,27236,0.8573946247613453,1706.3187708750836,0.9581830327321309,0.3080828323313293,0.8100200400801604,0.9938543754175017,0.3072771332060508,0.031098546042003232,0.01035394331032457,0.6464972830077839,5.507416654427963e-4
230440070085,1689875,5670,1951,1884,47,1631,1916,2235,528,152,4225,52,7192,0.7883759733036707,866.1583803177857,0.9656586365966171,0.02409021014864172,0.8359815479241415,0.982060481804203,0.310761957730812,0.07341490545050056,0.021134593993325918,0.5874582869855395,0.007230255839822024
230440070086,3754080,8803,3026,2880,587,2989,3010,3758,628,201,5848,51,10486,0.8395002860957467,1240.608063450099,0.9517514871116987,0.19398545935228023,0.9877726371447455,0.9947124917382684,0.35838260537860006,0.059889376311272176,0.019168415029563228,0.5576959755864963,0.004863627694068282
230440070087,4696834,10695,3730,3498,185,3703,3717,4608,554,195,7422,11,12790,0.8362001563721657,1259.2048257372653,0.9378016085790885,0.049597855227882036,0.9927613941018767,0.996514745308311,0.3602814698983581,0.04331508991399531,0.01524628616106333,0.5802971071149335,8.600469116497264e-4
230440070088,26065064,42203,15091,14630,6973,13541,14922,17942,3202,877,28827,92,50940,0.8284844915586965,1727.1926313696906,0.9694519912530647,0.4620634815452919,0.897289775362799,0.9888012722814923,0.35221829603455046,0.06285826462504908,0.017216332940714566,0.5659010600706714,0.001806046329014527
230440070089,17714375,29369,9769,9387,7320,8762,9569,12347,1609,606,18787,78,33427,0.8786011308223891,1813.325314771215,0.9608967140956085,0.749309038796192,0.8969188248541304,0.979527075442727,0.3693720644987585,0.048134741376731384,0.01812905734884973,0.5620306937505609,0.0023334430250994704
230440070090,8889086,26058,9261,9003,2209,7728,9207,8264,1958,447,22938,21,33628,0.7748899726418461,959.8408379224705,0.9721412374473599,0.23852715689450382,0.8344671201814059,0.9941690962099126,0.24574759129297014,0.05822528845010111,0.013292494349946473,0.6821101463066492,6.244796003330558e-4
230440070116,11720230,31553,11093,10545,1029,9722,11008,11305,1875,459,25763,44,39446,0.7999036657709273,1056.5428648697377,0.9505994771477508,0.09276120075723429,0.8764085459298657,0.9923375101415307,0.2865943314911525,0.04753333671348172,0.011636160827460326,0.6531207219996958,0.0011154489682097045
230440075091,4762276,9826,3291,3256,2609,3286,3279,4022,421,137,6749,31,11360,0.8649647887323944,1447.0604679428745,0.989364934670313,0.7927681555758128,0.9984807049529019,0.9963536918869644,0.3540492957746479,0.03705985915492958,0.012059859154929577,0.5941021126760564,0.0027288732394366196
230440075092,2864933,6971,2387,2306,1064,1529,2376,2566,584,111,5353,4,8618,0.8088883731724298,1200.2232928361962,0.9660661918726435,0.44574780058651026,0.6405529953917051,0.9953917050691244,0.2977488976560687,0.06776514272453005,0.012880018565792527,0.621141796240427,4.641448131817127e-4
230440075093,5553883,10950,3784,3659,3397,3699,3753,4870,477,118,7319,30,12814,0.8545341033244889,1467.728065539112,0.9669661733615222,0.8977272727272727,0.9775369978858351,0.9918076109936576,0.38005306695801466,0.03722491025440924,0.009208678008428282,0.5711721554549711,0.0023411893241766816
230440075094,9245714,14527,4927,4683,4159,4873,4914,6181,1079,148,9345,1,16754,0.8670765190402292,1876.5402882078345,0.9504769636695758,0.8441242135173533,0.9890399837629389,0.9973614775725593,0.36892682344514743,0.06440253073892802,0.008833711352512832,0.5577772472245434,5.968723886832995e-5
230440075096,2804032,4430,1556,1381,1064,1326,1545,1750,543,149,2818,0,5260,0.8422053231939164,1802.0771208226222,0.8875321336760925,0.6838046272493573,0.8521850899742931,0.9929305912596401,0.33269961977186313,0.1032319391634981,0.02832699619771863,0.5357414448669201,0
230440075097,5490322,9679,3276,3181,1558,3239,3273,4515,521,142,5813,3,10994,0.8803893032563216,1675.9224664224664,0.971001221001221,0.47557997557997556,0.9887057387057387,0.9990842490842491,0.4106785519374204,0.04738948517373113,0.012916136074222304,0.528742950700382,2.7287611424413316e-4
230440075098,4414205,9531,3280,3121,1137,3203,3238,3792,936,132,6426,10,11296,0.84375,1345.7942073170732,0.9515243902439025,0.3466463414634146,0.9765243902439025,0.9871951219512195,0.3356940509915014,0.08286118980169972,0.011685552407932011,0.5688739376770539,8.852691218130312e-4
2304400750980,6380639,10968,3919,3706,347,3694,3756,4404,453,121,8080,4,13062,0.8396876435461644,1628.1293697371777,0.945649400357234,0.08854299566215872,0.942587394743557,0.958407757080888,0.3371612310519063,0.034680753330271014,0.009263512478946563,0.6185882713213903,3.062318174858368e-4
230440075099,6621383,10925,3735,3561,1009,3590,3727,4612,407,138,7301,19,12477,0.875611124469023,1772.7933065595716,0.9534136546184739,0.2701472556894244,0.9611780455153949,0.9978580990629183,0.36964013785365074,0.03262002083834255,0.011060351045924502,0.5851566883064839,0.0015228019555983009
230440075100,15614264,19838,7058,6495,1341,6729,7039,9127,730,331,12360,15,22563,0.8792270531400966,2212.278832530462,0.9202323604420516,0.18999716633607255,0.9533862283933126,0.9973080192689147,0.40451181137260117,0.03235385365421265,0.014670035013074503,0.5477994947480388,6.648052120728626e-4
230440075101,12065934,17128,5686,4660,3469,5305,5661,7718,854,341,10387,31,19331,0.8860379700998396,2122.042560675343,0.8195568061906436,0.610094970102005,0.9329933169187478,0.9956032360182905,0.3992550825099581,0.044177745589984996,0.017640060007242254,0.5373234700739744,0.001603641818840205
230440075103,18845370,23002,7958,7275,6602,7363,7936,11276,858,458,13353,25,25970,0.8857142857142857,2368.103794923348,0.9141744156823323,0.829605428499623,0.9252324704699674,0.9972354863030912,0.43419329996149403,0.03303812090874086,0.0176357335386985,0.5141701963804389,9.626492106276473e-4
230440075104,4310253,7666,2583,2407,2132,2542,2575,3459,311,53,4988,4,8815,0.86965399886557,1668.7003484320558,0.9318621757646148,0.8253968253968254,0.9841269841269841,0.9969028261711188,0.39239931934203065,0.03528077141236528,0.0060124787294384575,0.5658536585365853,4.5377197958026093e-4
230440075105,21427961,27507,9361,8028,3657,8333,9210,13173,1409,429,15900,35,30947,0.8888422141079911,2289.0675141544707,0.8576006836876402,0.3906633906633907,0.8901826727913684,0.98386924473881,0.42566323068471906,0.0455294535819304,0.013862409926648786,0.513781626652018,0.001130965844831486
230440075106,15179503,35124,11880,11508,9642,10727,11814,13062,2440,755,26180,57,42494,0.8265637501764955,1277.7359427609429,0.9686868686868687,0.8116161616161616,0.9029461279461279,0.9944444444444445,0.3073845719395679,0.0574198710406175,0.017767214194945168,0.6160869769849862,0.0013413658398832777
230440075107,12716042,24090,8305,7761,1351,7435,8252,9365,1858,522,16977,46,28770,0.8373305526590198,1531.1308850090306,0.9344972907886815,0.16267308850090306,0.8952438290186635,0.9936183022275737,0.32551268682655543,0.0645811609315259,0.018143899895724715,0.5900938477580814,0.0015988877302745917
230440075108,9533250,18214,6099,5757,795,5599,6081,7764,748,424,11690,19,20645,0.8822475175587309,1563.0841121495328,0.9439252336448598,0.13034923757993114,0.9180193474340056,0.9970486965076242,0.37607168806006297,0.036231533058852024,0.02053766045047227,0.5662387987406151,9.203196899975781e-4
230440075109,12180867,13606,4595,4189,4250,4215,4504,6235,471,177,8489,6,15378,0.8847704512940564,2650.8959738846575,0.9116430903155603,0.9249183895538629,0.9173014145810664,0.9801958650707291,0.4054493432175836,0.030628170113148653,0.011509949278189621,0.5520223696189361,3.901677721420211e-4
